PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
134.0,14934,-73.4,-81.6,28,0.00,245,5,354.8,354.8,354.8
120.0,15570,-78.1,-84.2,37,0.00,5,11,357.4,357.4,357.4
115.0,15816,-80.0,-85.3,41,0.00,10,15,358.4,358.4,358.4
113.0,15917,-80.7,-85.7,43,0.00,26,16,358.8,358.8,358.8
101.0,16545,-83.7,-88.7,42,0.00,130,19,364.7,364.7,364.7
100.0,16600,-83.7,-88.7,42,0.00,130,19,365.8,365.8,365.8
92.0,17063,-85.1,-91.0,35,0.00,55,19,371.8,371.8,371.8
90.9,17129,-85.3,-91.3,34,0.00,50,21,372.7,372.7,372.7
90.0,17185,-85.2,-91.3,34,0.00,55,24,374.0,374.0,374.0
81.0,17769,-84.2,-91.6,27,0.00,115,26,387.5,387.5,387.5
78.0,17979,-83.8,-91.7,25,0.00,120,30,392.4,392.4,392.4
77.0,18050,-83.7,-91.7,24,0.00,118,29,394.1,394.1,394.1
72.0,18431,-79.5,-90.3,16,0.00,105,21,410.7,410.7,410.7
70.0,18590,-77.7,-89.7,13,0.00,85,21,417.8,417.9,417.8
66.6,18877,-74.7,-88.7,10,0.00,45,14,430.3,430.4,430.3
65.0,19017,-75.1,-88.9,10,0.00,25,11,432.4,432.4,432.4
59.5,19527,-76.7,-89.7,11,0.00,52,5,439.9,439.9,439.9
57.0,19777,-75.3,-89.8,9,0.00,65,2,448.5,448.5,448.5
54.0,20092,-73.6,-89.9,7,0.00,95,14,459.5,459.5,459.5
52.0,20312,-72.4,-90.0,6,0.00,95,30,467.3,467.3,467.3
50.0,20540,-71.1,-90.1,5,0.00,95,31,475.5,475.6,475.5
47.4,20857,-69.5,-90.5,3,0.00,100,38,486.7,486.7,486.7
43.0,21440,-68.6,-90.7,3,0.00,110,50,502.7,502.7,502.7
40.0,21873,-67.9,-90.9,2,0.00,100,59,514.9,514.9,514.9
37.3,22298,-64.5,-90.8,2,0.00,90,67,533.9,533.9,533.9
37.0,22347,-64.2,-90.8,2,0.00,90,67,536.1,536.1,536.1
35.9,22531,-62.7,-90.7,1,0.00,88,66,544.5,544.5,544.5
34.0,22865,-63.2,-90.4,1,0.00,85,63,551.6,551.7,551.6
33.7,22920,-63.3,-90.3,1,0.00,NaN,NaN,552.8,552.9,552.8
