PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
214.0,12040,-47.9,-68.9,7,0.02,124,17,349.9,350.0,349.9
210.0,12163,-49.0,-66.0,12,0.03,120,17,350.2,350.3,350.2
205.0,12320,-50.3,-62.3,23,0.04,120,18,350.5,350.7,350.5
200.0,12480,-51.7,-60.7,33,0.05,120,20,350.7,351.0,350.8
184.0,13013,-56.6,-62.9,45,0.04,140,18,351.2,351.4,351.2
177.0,13261,-58.9,-63.9,52,0.04,133,20,351.4,351.6,351.4
150.0,14280,-67.5,-71.6,56,0.02,105,31,353.6,353.7,353.6
139.0,14723,-71.7,-75.7,54,0.01,85,34,354.1,354.1,354.1
127.0,15248,-76.6,-80.6,53,0.00,95,31,354.4,354.5,354.4
123.0,15435,-78.3,-82.4,52,0.00,85,33,354.5,354.5,354.5
115.0,15826,-82.0,-86.0,51,0.00,75,20,354.6,354.6,354.6
114.0,15877,-82.5,-86.5,51,0.00,65,14,354.6,354.6,354.6
110.0,16077,-82.5,-86.8,48,0.00,355,4,358.2,358.2,358.2
100.0,16610,-82.5,-87.5,42,0.00,200,9,368.1,368.1,368.1
90.0,17189,-85.9,-90.0,48,0.00,85,14,372.5,372.5,372.5
87.9,17318,-86.7,-90.6,50,0.00,100,18,373.5,373.5,373.5
82.4,17669,-86.7,-90.7,49,0.00,142,21,380.4,380.5,380.4
82.0,17696,-86.4,-90.5,47,0.00,145,21,381.6,381.6,381.6
77.0,18047,-82.2,-88.5,34,0.00,140,41,397.2,397.2,397.2
75.0,18194,-80.5,-87.6,30,0.00,135,39,403.8,403.8,403.8
70.8,18515,-76.7,-85.7,23,0.00,102,22,418.6,418.6,418.6
70.0,18580,-76.3,-85.3,23,0.00,95,19,420.8,420.9,420.8
69.0,18663,-76.2,-85.8,21,0.00,80,13,422.9,422.9,422.9
67.0,18833,-75.9,-86.9,16,0.00,130,15,427.0,427.0,427.0
63.0,19186,-77.0,-88.0,16,0.00,180,4,432.1,432.1,432.1
59.5,19514,-78.1,-89.1,16,0.00,147,13,436.8,436.8,436.8
55.4,19924,-76.3,-89.3,11,0.00,105,25,449.9,449.9,449.9
54.0,20074,-74.0,-88.3,10,0.00,90,29,458.6,458.6,458.6
51.3,20375,-69.3,-86.3,7,0.00,99,20,476.3,476.3,476.3
51.0,NaN,NaN,NaN,NaN,NaN,100,19,NaN,NaN,NaN
